text,label_str,label,text_length,word_count,text_original,changed,label_id
i feel bitter to see what i ve become,anger,0,37,9,i feel bitter to see what i ve become,False,0
i feel like i cant have dirty dishes piled up laundry strewn about or toys scattered everywhere,sadness,4,95,17,i feel like i cant have dirty dishes piled up laundry strewn about or toys scattered everywhere,False,4
i am feeling a bit unsure about some of these im going to give it a try anyway,fear,1,78,18,i am feeling a bit unsure about some of these im going to give it a try anyway,False,1
i like to buck the system and climb on my soapbox when i feel wronged or see others wronged but for the most part i am more comfortable with a society that accepts certain behaviors as moral truths,anger,0,197,38,i like to buck the system and climb on my soapbox when i feel wronged or see others wronged but for the most part i am more comfortable with a society that accepts certain behaviors as moral truths,False,0
i need to feel personally valued,joy,2,32,6,i need to feel personally valued,False,2
i never thought id feel so much as a jot of sympathy for hussein whom i always viewed as a jumped up petty thug whatever my thoughts may be about actions against his administration,anger,0,180,34,i never thought id feel so much as a jot of sympathy for hussein whom i always viewed as a jumped up petty thug whatever my thoughts may be about actions against his administration,False,0
i feel so deprived on calories a day,sadness,4,36,8,i feel so deprived on calories a day,False,4
im feeling hideously guily and somewhat naughty doing this in work time,love,3,71,12,im feeling hideously guily and somewhat naughty doing this in work time,False,3
i am feeling increasingly hopeful,joy,2,33,5,i am feeling increasingly hopeful,False,2
i am really thankful to her to get this opportunity and feeling very honoured today,joy,2,83,15,i am really thankful to her to get this opportunity and feeling very honoured today,False,2
i have said many times i don t want it to feel fake or overdone,sadness,4,63,15,i have said many times i don t want it to feel fake or overdone,False,4
i highly recommend it if you want to feel totally amazing ab,joy,2,60,12,i highly recommend it if you want to feel totally amazing ab,False,2
i felt like i was losing control of my body and it was hard for me to feel calm and positive about that because it wasn t an irrational thought,joy,2,143,30,i felt like i was losing control of my body and it was hard for me to feel calm and positive about that because it wasn t an irrational thought,False,2
i still feel like im getting away with something naughty,love,3,56,10,i still feel like im getting away with something naughty,False,3
i am made to feel embarrassed about my injuries but in my circle of horse friends i am supported we all are,sadness,4,107,22,i am made to feel embarrassed about my injuries but in my circle of horse friends i am supported we all are,False,4
i leave sundays feeling utterly drained with not an ounce of anything left to give,sadness,4,82,15,i leave sundays feeling utterly drained with not an ounce of anything left to give,False,4
i wish i could find a crystal ball for the days i feel completely worthless,sadness,4,75,15,i wish i could find a crystal ball for the days i feel completely worthless,False,4
i attributed this depression to feeling inadequate against the unrealistic ideals of the lds church and while i still hold those ideals somewhat responsible i recognize this pattern of behavior,sadness,4,193,30,i attributed this depression to feeling inadequate against the unrealistic ideals of the lds church and while i still hold those ideals somewhat responsible i recognize this pattern of behavior,False,4
